<histfile>
<run id="0" header=" xmin; xmax; Weight_MERGING=0; WeightError;">
<xsection name="Weight_MERGING=0">0.077739 0.000245832</xsection>
<jethistograms njet="0">
<histogram name="log10d01" unit="[]" weight="all">
  0.0000e+00  3.0000e-02  1.9069e-12  3.8502e-14
  3.0000e-02  6.0000e-02  1.9753e-12  3.9187e-14
  6.0000e-02  9.0000e-02  1.9614e-12  3.9048e-14
  9.0000e-02  1.2000e-01  1.9466e-12  3.8901e-14
  1.2000e-01  1.5000e-01  2.0026e-12  3.9456e-14
  1.5000e-01  1.8000e-01  2.0010e-12  3.9441e-14
  1.8000e-01  2.1000e-01  1.8549e-12  3.7973e-14
  2.1000e-01  2.4000e-01  1.9085e-12  3.8518e-14
  2.4000e-01  2.7000e-01  1.8377e-12  3.7797e-14
  2.7000e-01  3.0000e-01  1.8580e-12  3.8005e-14
  3.0000e-01  3.3000e-01  1.8549e-12  3.7973e-14
  3.3000e-01  3.6000e-01  1.8331e-12  3.7749e-14
  3.6000e-01  3.9000e-01  1.7833e-12  3.7234e-14
  3.9000e-01  4.2000e-01  1.8253e-12  3.7669e-14
  4.2000e-01  4.5000e-01  1.8214e-12  3.7629e-14
  4.5000e-01  4.8000e-01  1.8953e-12  3.8384e-14
  4.8000e-01  5.1000e-01  1.7740e-12  3.7136e-14
  5.1000e-01  5.4000e-01  1.8152e-12  3.7565e-14
  5.4000e-01  5.7000e-01  1.8510e-12  3.7933e-14
  5.7000e-01  6.0000e-01  1.7724e-12  3.7120e-14
  6.0000e-01  6.3000e-01  1.7989e-12  3.7396e-14
  6.3000e-01  6.6000e-01  1.7312e-12  3.6686e-14
  6.6000e-01  6.9000e-01  1.7639e-12  3.7030e-14
  6.9000e-01  7.2000e-01  1.7048e-12  3.6405e-14
  7.2000e-01  7.5000e-01  1.7507e-12  3.6891e-14
  7.5000e-01  7.8000e-01  1.5820e-12  3.5069e-14
  7.8000e-01  8.1000e-01  1.5649e-12  3.4879e-14
  8.1000e-01  8.4000e-01  1.5322e-12  3.4513e-14
  8.4000e-01  8.7000e-01  1.3806e-12  3.2761e-14
  8.7000e-01  9.0000e-01  1.3363e-12  3.2231e-14
  9.0000e-01  9.3000e-01  1.1544e-12  2.9957e-14
  9.3000e-01  9.6000e-01  1.0386e-12  2.8415e-14
  9.6000e-01  9.9000e-01  9.0877e-13  2.6579e-14
  9.9000e-01  1.0200e+00  7.9527e-13  2.4864e-14
  1.0200e+00  1.0500e+00  6.3824e-13  2.2275e-14
