0.18458E-01 0.76882E-05 0.00000E+01 2483338 0 0 140354 0.76032E+07 0.00000E+01 0.18458E-01 0.00000E+01 0.00000E+01 0
1 0.01861 0.00044802 1.224 0.20073 0.01861
2 0.018443 0.00017852 0.69597 0.10998 0.018443
3 0.018491 8.5236e-05 0.46874 0.070434 0.018491
4 0.019108 0.00045936 1.2223 0.21546 0.019108
5 0.018557 0.00017716 0.68641 0.13312 0.018557
6 0.018531 8.3744e-05 0.45954 0.078666 0.018531
7 0.017654 0.00043263 1.246 0.15365 0.017654
8 0.018598 0.00017543 0.67825 0.14668 0.018598
9 0.018515 8.6069e-05 0.4727 0.084852 0.018515
10 0.018358 0.00044945 1.2448 0.18987 0.018358
11 0.01832 0.00017911 0.70297 0.12533 0.01832
12 0.018369 8.8606e-05 0.49049 0.096704 0.018369
13 0.018877 0.00018109 0.68977 0.14163 0.018877
14 0.018582 8.7493e-05 0.4788 0.12674 0.018582
15 0.018429 4.4444e-05 0.34682 0.067539 0.018429
16 0.017941 0.00043372 1.2291 0.11818 0.017941
17 0.018232 0.00018007 0.71014 0.15059 0.018232
18 0.018386 8.7896e-05 0.48613 0.088515 0.018386
19 0.018819 0.0004511 1.2187 0.14571 0.018819
20 0.018506 0.00018255 0.70927 0.11826 0.018506
21 0.018516 8.5674e-05 0.47049 0.07617 0.018516
22 0.018684 0.00044376 1.2076 0.19921 0.018684
23 0.018475 0.00017677 0.68799 0.13437 0.018475
24 0.018652 8.4729e-05 0.46193 0.08411 0.018652
25 0.018642 0.00043855 1.1961 0.17239 0.018642
26 0.0182 0.00017861 0.70564 0.11663 0.0182
27 0.018431 8.6259e-05 0.4759 0.084373 0.018431
28 0.018354 0.0004424 1.2255 0.17345 0.018354
29 0.018462 0.00017731 0.69054 0.12325 0.018462
30 0.018307 8.5761e-05 0.47636 0.080029 0.018307
31 0.018798 0.0004566 1.235 0.18208 0.018798
32 0.018528 0.00018422 0.7149 0.15771 0.018528
33 0.018332 8.4563e-05 0.46907 0.078099 0.018332
34 0.018163 0.00042678 1.1947 0.14401 0.018163
35 0.018498 0.0001829 0.71093 0.15039 0.018498
36 0.018518 8.5595e-05 0.47002 0.074254 0.018518
37 0.019126 0.0004515 1.2002 0.13504 0.019126
38 0.018273 0.0001763 0.69372 0.11888 0.018273
39 0.018375 8.5599e-05 0.47371 0.084221 0.018375
40 0.018663 0.00043686 1.1901 0.15027 0.018663
41 0.018514 0.00017463 0.67818 0.12461 0.018514
42 0.018302 8.6711e-05 0.48176 0.081928 0.018302
43 0.01821 0.00043271 1.2081 0.16031 0.01821
44 0.018513 0.00018154 0.70511 0.12697 0.018513
45 0.018301 8.7937e-05 0.4886 0.084295 0.018301
46 0.018922 0.0004491 1.2067 0.14406 0.018922
47 0.018541 0.00018067 0.70066 0.13118 0.018541
48 0.018591 8.641e-05 0.47263 0.14583 0.018591
49 0.018627 0.00017962 0.69339 0.11876 0.018627
50 0.018399 8.6385e-05 0.47742 0.081126 0.018399
51 0.018479 4.4418e-05 0.34567 0.073073 0.018479
52 0.018219 0.00043768 1.2214 0.16069 0.018219
53 0.018208 0.00017427 0.68817 0.1009 0.018208
54 0.01841 8.4715e-05 0.46793 0.07351 0.01841
55 0.018197 0.00044022 1.23 0.20184 0.018197
56 0.018643 0.00017796 0.68635 0.13355 0.018643
57 0.018445 8.6764e-05 0.47833 0.092836 0.018445
58 0.017982 0.0004439 1.2551 0.18835 0.017982
59 0.018253 0.00017517 0.69003 0.14062 0.018253
60 0.018308 8.5804e-05 0.47657 0.082185 0.018308
61 0.018477 0.00044739 1.2311 0.14165 0.018477
62 0.018358 0.00017351 0.6796 0.12428 0.018358
63 0.01838 8.4179e-05 0.46572 0.069845 0.01838
64 0.018582 0.00044931 1.2294 0.22446 0.018582
65 0.018604 0.00017739 0.68559 0.11785 0.018604
66 0.018496 8.3369e-05 0.45835 0.074183 0.018496
67 0.017632 0.00042165 1.2158 0.14027 0.017632
68 0.018503 0.00018378 0.7142 0.14163 0.018503
69 0.018538 8.6168e-05 0.47265 0.074454 0.018538
70 0.019199 0.00045005 1.1919 0.1964 0.019199
71 0.018386 0.00017714 0.69272 0.12153 0.018386
72 0.018425 8.4648e-05 0.46716 0.082954 0.018425
73 0.018685 0.00044146 1.2013 0.13217 0.018685
74 0.01856 0.00018113 0.7017 0.14708 0.01856
75 0.018486 8.5072e-05 0.46795 0.072326 0.018486
76 0.018419 0.00017921 0.69958 0.1331 0.018419
77 0.018454 8.5497e-05 0.4711 0.077162 0.018454
78 0.018464 4.4456e-05 0.34623 0.058029 0.018464
79 0.018568 0.00017365 0.67243 0.13457 0.018568
80 0.018431 8.3018e-05 0.45803 0.066788 0.018431
