0.42551E-01 0.16586E-04 0.00000E+01 2710378 0 0 151730 0.35658E+07 0.00000E+01 0.42551E-01 0.00000E+01 0.00000E+01 0
1 0.04256 0.00040103 0.67489 0.18948 0.04256
2 0.042655 0.00019277 0.45776 0.13855 0.042655
3 0.042596 0.00010107 0.33991 0.17646 0.042596
4 0.043126 0.00039514 0.65625 0.18185 0.043126
5 0.042907 0.00018864 0.44533 0.13356 0.042907
6 0.042478 9.9753e-05 0.3364 0.10223 0.042478
7 0.042872 0.00040309 0.67341 0.21083 0.042872
8 0.042585 0.00019445 0.4625 0.12481 0.042585
9 0.042537 0.00010211 0.34388 0.1045 0.042537
10 0.042328 0.00099948 1.1959 0.32614 0.042328
11 0.04224 0.00040581 0.6881 0.21516 0.04224
12 0.042438 0.00019925 0.47557 0.19763 0.042438
13 0.043488 0.00040399 0.66538 0.23341 0.043488
14 0.042768 0.00019424 0.46002 0.20578 0.042768
15 0.042424 0.00010061 0.33971 0.11241 0.042424
16 0.041639 0.00098934 1.2033 0.245 0.041639
17 0.042242 0.00040089 0.67975 0.19893 0.042242
18 0.042421 0.00019695 0.47026 0.15846 0.042421
19 0.043536 0.0010308 1.1992 0.31925 0.043536
20 0.04299 0.00040483 0.67448 0.20055 0.04299
21 0.042475 0.00019517 0.46542 0.12771 0.042475
22 0.042941 0.00099864 1.1778 0.31373 0.042941
23 0.042497 0.00039504 0.66579 0.20639 0.042497
24 0.042875 0.00019214 0.45393 0.15241 0.042875
25 0.042782 0.00099372 1.1764 0.30953 0.042782
26 0.041985 0.00040484 0.69063 0.21495 0.041985
27 0.042774 0.00019162 0.45378 0.13866 0.042774
28 0.041803 0.00099111 1.2008 0.30522 0.041803
29 0.04272 0.00040178 0.67362 0.20277 0.04272
30 0.042816 0.00019323 0.45713 0.234 0.042816
31 0.043031 0.0010086 1.187 0.30605 0.043031
32 0.0428 0.0003996 0.66871 0.18834 0.0428
33 0.042317 0.00019099 0.45717 0.12465 0.042317
34 0.042766 0.00099819 1.1821 0.28975 0.042766
35 0.042543 0.00040051 0.67428 0.19396 0.042543
36 0.042854 0.00019267 0.45541 0.12904 0.042854
37 0.044335 0.001035 1.1824 0.28555 0.044335
38 0.042047 0.00039281 0.66913 0.1995 0.042047
39 0.042343 0.00019 0.45451 0.13157 0.042343
40 0.043051 0.0010007 1.1772 0.28638 0.043051
41 0.042748 0.00039384 0.65987 0.19218 0.042748
42 0.042293 0.00019466 0.4662 0.1329 0.042293
43 0.041915 0.00097572 1.1789 0.30175 0.041915
44 0.042772 0.00040746 0.68232 0.21297 0.042772
45 0.042386 0.00019419 0.46406 0.13142 0.042386
46 0.043581 0.0010163 1.181 0.28287 0.043581
47 0.042814 0.00040325 0.67461 0.2148 0.042814
48 0.04251 0.00019084 0.45472 0.12447 0.04251
49 0.041592 0.0010039 1.2224 0.34389 0.041592
50 0.042525 0.00040578 0.68344 0.2029 0.042525
51 0.042399 0.00019087 0.45599 0.11662 0.042399
52 0.042111 0.0010006 1.2033 0.35166 0.042111
53 0.042478 0.00039376 0.66394 0.1922 0.042478
54 0.042498 0.00019168 0.45687 0.12578 0.042498
55 0.042376 0.0010082 1.205 0.29627 0.042376
56 0.042894 0.00040113 0.66981 0.22897 0.042894
57 0.042294 0.00019299 0.4622 0.14003 0.042294
58 0.041392 0.0010031 1.2274 0.29728 0.041392
59 0.042257 0.00039672 0.67242 0.21648 0.042257
60 0.042211 0.00019229 0.46143 0.13002 0.042211
61 0.04246 0.0010128 1.208 0.29582 0.04246
62 0.042084 0.00039196 0.66708 0.19551 0.042084
63 0.042351 0.00019035 0.45527 0.11438 0.042351
64 0.042517 0.0010069 1.1995 0.31628 0.042517
65 0.04286 0.00039732 0.66397 0.22913 0.04286
66 0.04249 0.0001903 0.45366 0.12824 0.04249
67 0.040627 0.00095986 1.1966 0.29632 0.040627
68 0.042852 0.0004076 0.68127 0.22058 0.042852
69 0.04279 0.00019394 0.45909 0.13538 0.04279
70 0.042598 0.00099579 1.1839 0.30754 0.042598
71 0.042347 0.00040148 0.67905 0.19695 0.042347
72 0.042444 0.00019295 0.46048 0.1253 0.042444
73 0.043766 0.0010161 1.1758 0.316 0.043766
74 0.042995 0.00040101 0.66803 0.21625 0.042995
75 0.042492 0.00018996 0.45284 0.12901 0.042492
76 0.042883 0.0010083 1.1909 0.35224 0.042883
77 0.042551 0.00040711 0.68527 0.23952 0.042551
78 0.04239 0.00019115 0.45675 0.12298 0.04239
79 0.044252 0.0010434 1.1942 0.33438 0.044252
80 0.0428 0.00039348 0.65847 0.25793 0.0428
81 0.042655 0.00018693 0.4439 0.12491 0.042655
82 0.042478 0.0010008 1.1933 0.27626 0.042478
83 0.042384 0.00040129 0.67812 0.20209 0.042384
84 0.042729 0.00018991 0.45019 0.11822 0.042729
85 0.042611 0.00041042 0.68988 0.24058 0.042611
86 0.042362 0.00019751 0.47226 0.13122 0.042362
87 0.042436 0.00010287 0.34724 0.1725 0.042436
88 0.042289 0.00099268 1.1888 0.27611 0.042289
89 0.043153 0.00040401 0.67055 0.2422 0.043153
90 0.042985 0.00019271 0.45411 0.13202 0.042985
91 0.041638 0.00099092 1.2053 0.30565 0.041638
92 0.041833 0.00039988 0.68464 0.18805 0.041833
93 0.042544 0.00019396 0.46179 0.13624 0.042544
94 0.04308 0.00040108 0.66683 0.20744 0.04308
95 0.042443 0.00019025 0.45405 0.12006 0.042443
96 0.04264 9.9383e-05 0.33388 0.16312 0.04264
97 0.043063 0.0003995 0.66446 0.20561 0.043063
98 0.042381 0.00019252 0.46013 0.1292 0.042381
99 0.042612 9.9447e-05 0.33431 0.10066 0.042612
100 0.041415 0.00099659 1.2187 0.26815 0.041415
101 0.042265 0.00040028 0.67834 0.20353 0.042265
102 0.042627 0.00018892 0.44892 0.14764 0.042627
103 0.040841 0.00097793 1.2127 0.26609 0.040841
104 0.0423 0.00039364 0.66653 0.18548 0.0423
105 0.042602 0.00019155 0.45542 0.13199 0.042602
106 0.041983 0.0010001 1.2065 0.31329 0.041983
107 0.042671 0.00039211 0.65816 0.17575 0.042671
108 0.042627 0.00019039 0.4524 0.13266 0.042627
109 0.042874 0.00099988 1.1811 0.28813 0.042874
110 0.042677 0.00040151 0.67385 0.1661 0.042677
111 0.042693 0.00019157 0.45451 0.12582 0.042693
112 0.042931 0.0010176 1.2004 0.29154 0.042931
113 0.04241 0.00039599 0.66877 0.20019 0.04241
114 0.041831 0.00019146 0.46361 0.12507 0.041831
115 0.042672 0.0010088 1.1973 0.30919 0.042672
116 0.042408 0.00039373 0.66498 0.21044 0.042408
117 0.04228 0.00019338 0.46329 0.20593 0.04228
118 0.04316 0.00099496 1.1675 0.27102 0.04316
